No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Dividend,Payout Ratio,EPS,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,EPS Q/Q,Sales Q/Q,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Beta,ATR,Volatility W,Volatility M,SMA20,SMA50,SMA200,50D High,50D Low,52W High,52W Low,RSI,from Open,Gap,Recom,Avg Volume,Rel Volume,Price,Change,Volume,Earnings,Target Price,IPO Date
1198,CYBE,CyberOptics Corporation,Technology,Scientific & Technical Instruments,USA,149.15M,13.24,17.85,0.53,2.25,3.05,8.72,19.37,-,0.00%,1.64,626.50%,53.54%,21.20%,25.00%,1.60%,-,18.40%,6.89M,6.81M,2.10%,-3.02%,50.40%,1.94%,5.14%,2.13,21.20%,26.80%,23.20%,4.00,2.90,0.00,0.00,43.90%,9.20%,17.50%,-9.03%,-14.76%,-40.36%,-10.91%,41.97%,-17.05%,-0.21,1.20,7.73%,4.70%,-10.96%,-20.20%,-16.53%,-45.05%,4.09%,-47.43%,63.03%,35.80,-4.20%,0.22%,1.70,164.20K,1.11,21.65,-3.99%,"182,503",Apr 25/a,41.67,
1197,CYAN,Cyanotech Corporation,Healthcare,Biotechnology,USA,21.62M,-,-,-,0.66,1.28,12.72,-,-,-,-0.89,-,-,-34.90%,-,13.60%,-37.70%,1.30%,5.66M,3.60M,2.30%,0.00%,28.60%,-3.30%,0.20%,1.93,-16.30%,-28.90%,-16.10%,2.00,0.80,0.38,0.45,37.40%,-3.80%,-15.10%,-0.81%,-6.63%,-11.19%,-6.40%,-22.06%,-11.19%,1.33,0.08,1.45%,1.39%,-1.96%,-2.82%,-5.20%,-11.19%,6.08%,-34.16%,15.03%,44.40,0.00%,-3.19%,3.00,3.79K,0.18,3.82,-3.19%,667,May 09/b,14.00,
1196,CY,Cypress Semiconductor Corporation,Technology,Semiconductor - Broad Line,USA,4.49B,-,14.40,-,2.33,2.40,-,241.37,3.14%,-,-2.17,-71.20%,43.51%,-34.40%,58.80%,14.10%,-5.20%,17.80%,320.45M,314.12M,0.40%,-10.19%,93.80%,0.42%,13.28%,5.80,-18.40%,-33.20%,-19.70%,1.30,0.90,0.63,0.65,35.60%,-31.80%,-35.70%,0.14%,-1.62%,16.84%,37.93%,61.03%,23.38%,1.95,0.46,3.64%,2.87%,2.07%,3.13%,18.98%,-6.48%,13.28%,-6.48%,64.86%,53.37,-1.34%,-1.39%,2.40,7.20M,1.92,14.01,-2.71%,"13,805,998",Apr 27/a,15.58,
1195,CXW,"CoreCivic, Inc.",Financial,REIT - Diversified,USA,4.04B,18.45,23.92,1.54,2.19,2.77,107.24,153.15,4.88%,108.90%,1.87,-0.90%,-3.87%,4.00%,12.00%,1.80%,25.00%,3.60%,117.36M,116.91M,0.70%,-20.26%,77.80%,-0.11%,5.49%,5.34,6.70%,15.20%,9.90%,1.10,1.10,0.98,0.99,31.00%,16.00%,11.90%,1.29%,10.49%,19.86%,160.69%,20.23%,42.74%,1.01,0.79,2.19%,2.26%,4.68%,5.74%,42.15%,-1.85%,15.23%,-1.85%,182.95%,62.53,-1.06%,-0.34%,2.00,1.20M,0.98,34.45,-1.40%,"1,181,966",May 03/a,36.33,
1194,CXRX,Concordia International Corp.,Healthcare,Biotechnology,Canada,64.37M,-,0.85,-,0.08,-,-,-,-,-,-25.79,-57.90%,-1.30%,-,-,-,-,-11.20%,51.09M,44.06M,-,-,-,-,8.78%,3.92,-,-,-,-,-,-,-,-,-,-,-7.35%,-22.70%,-34.38%,-67.61%,-95.86%,-40.57%,-,0.07,4.95%,5.11%,-10.29%,-30.04%,-74.98%,-55.79%,0.00%,-96.34%,0.00%,26.26,-0.79%,0.79%,4.00,985.36K,0.23,1.26,0.00%,"221,716",Mar 15/b,1.65,
1193,CXP,"Columbia Property Trust, Inc.",Financial,REIT - Office,USA,2.75B,32.99,104.65,-,5.81,1.10,12.74,539.74,3.56%,175.90%,0.68,91.50%,1333.33%,23.70%,-,-0.80%,177.50%,-20.30%,122.34M,121.88M,0.50%,0.00%,65.20%,1.25%,0.80%,1.50,1.90%,3.30%,2.00%,-,-,0.61,0.61,63.00%,17.00%,17.70%,0.04%,1.95%,1.90%,6.72%,4.22%,5.06%,1.14,0.36,1.89%,1.50%,-0.53%,-0.03%,2.19%,-3.56%,5.24%,-6.54%,17.35%,46.84,-0.49%,0.58%,2.30,651.84K,1.28,22.50,0.09%,"831,674",Apr 27/a,24.40,
1192,CXO,Concho Resources Inc.,Basic Materials,Oil & Gas Drilling & Exploration,USA,18.51B,-,63.58,-,11.32,2.41,347.31,-,-,-,-11.23,51.90%,62.35%,-36.20%,20.00%,0.20%,-,34.80%,146.15M,146.15M,0.80%,-6.55%,97.10%,-0.14%,3.70%,4.02,-12.80%,-21.80%,-12.10%,0.70,0.70,0.36,0.00,72.40%,-,-89.40%,-1.05%,-1.95%,-12.07%,-5.51%,6.41%,-4.48%,1.21,2.92,2.16%,2.23%,-2.04%,-3.01%,-4.49%,-12.19%,3.27%,-14.16%,14.62%,42.95,-1.32%,0.92%,1.90,1.34M,0.91,126.66,-0.41%,"1,228,476",May 03/a,163.65,
1191,CXDC,China XD Plastics Company Ltd.,Consumer Goods,Rubber & Plastics,China,240.17M,3.15,-,-,0.20,0.38,0.68,-,-,0.00%,1.54,21.10%,-,5.80%,-,25.80%,37.10%,38.50%,49.52M,16.65M,66.87%,0.00%,12.30%,0.64%,0.07%,0.34,3.80%,12.40%,11.30%,1.20,1.00,0.39,1.09,20.60%,14.00%,6.30%,1.78%,-1.02%,19.75%,10.23%,40.99%,21.25%,2.20,0.11,1.90%,2.16%,1.45%,2.00%,6.89%,-4.90%,22.78%,-17.52%,57.98%,56.92,1.04%,0.00%,-,34.83K,0.24,4.85,1.04%,"8,278",Mar 16/b,-,
1190,CX,"CEMEX, S.A.B. de C.V.",Industrial Goods,Cement,Mexico,12.70B,20.77,14.21,1.96,0.95,1.56,-,7.11,-,0.00%,0.44,2.00%,30.85%,18.80%,10.60%,5.70%,81.70%,13.20%,1.38B,887.88M,60.00%,0.00%,37.40%,-0.05%,3.01%,2.89,2.40%,9.00%,7.30%,1.10,0.90,1.56,1.63,35.50%,13.40%,5.60%,5.01%,3.02%,-0.86%,2.10%,26.67%,14.82%,1.69,0.25,2.69%,2.78%,1.84%,3.46%,10.25%,-4.16%,8.98%,-4.16%,67.94%,55.14,-0.86%,0.76%,2.30,9.25M,0.76,9.22,-0.11%,"7,033,183",Apr 27,10.38,
1189,CWT,California Water Service Group,Utilities,Water Utilities,USA,1.71B,35.17,25.57,3.63,2.80,2.60,66.96,-,2.02%,68.00%,1.02,8.00%,7.22%,2.40%,9.70%,4.00%,77.70%,9.00%,47.83M,47.44M,1.10%,-0.45%,74.30%,0.09%,1.79%,4.67,2.10%,7.50%,5.60%,0.60,0.50,0.81,0.99,95.50%,16.40%,8.00%,-4.42%,2.00%,3.29%,11.30%,31.31%,5.88%,0.69,0.86,3.36%,2.18%,-2.23%,-0.35%,6.95%,-9.39%,5.25%,-9.39%,34.15%,42.31,-3.51%,-0.40%,3.30,181.43K,1.26,35.70,-3.90%,"228,975",Apr 27/b,32.20,
1188,CWST,"Casella Waste Systems, Inc.",Industrial Goods,Waste Management,USA,620.51M,-,26.88,-,1.10,-,248.20,23.68,-,-,-0.17,47.90%,19.91%,43.60%,3.90%,3.80%,-68.40%,2.70%,41.23M,38.71M,5.90%,-4.13%,82.20%,0.71%,0.91%,1.33,-1.10%,30.80%,6.30%,1.00,0.90,-,-,32.40%,5.50%,-1.20%,4.73%,8.98%,26.90%,34.02%,110.20%,21.27%,0.86,0.35,2.24%,2.00%,6.13%,13.73%,31.37%,0.94%,34.86%,0.94%,126.66%,73.70,2.80%,0.48%,2.00,265.34K,1.44,15.05,3.29%,"381,145",May 04/a,14.60,
1187,CWH,"CAMPING WORLD HOLDINGS, INC.",Financial,REIT - Office,USA,2.46B,13.01,15.66,1.63,0.70,7.73,21.57,13.39,1.03%,3.20%,2.38,3.30%,8.34%,102.60%,8.00%,18.00%,-75.90%,2.90%,79.65M,18.95M,-,-,95.50%,0.11%,6.98%,4.97,13.20%,-90.90%,20.10%,1.30,0.30,8.52,16.98,28.30%,7.80%,5.40%,1.91%,-2.52%,-3.89%,37.31%,-,-4.68%,-,1.08,2.98%,3.59%,2.93%,-3.65%,5.58%,-15.13%,11.18%,-15.13%,52.35%,48.21,-3.10%,-0.19%,2.40,265.91K,0.62,30.92,-3.28%,"165,631",May 04/a,37.25,
1186,CWEI,"Clayton Williams Energy, Inc.",Basic Materials,Independent Oil & Gas,USA,2.33B,-,-,-,8.05,14.49,-,-,-,-,-21.71,-158.60%,23.20%,-36.30%,-,-17.20%,60.30%,299.80%,17.66M,14.25M,0.80%,0.00%,78.00%,14.52%,9.08%,5.75,-20.40%,-147.70%,5.10%,5.90,5.70,5.28,5.28,73.40%,7.40%,-,-2.89%,2.81%,-9.32%,58.74%,627.92%,10.60%,2.33,2.58,2.07%,1.96%,-0.53%,-1.24%,31.83%,-8.65%,4.33%,-11.98%,790.01%,46.20,0.00%,0.00%,2.50,224.99K,6.37,131.90,0.00%,0,Jun 02/a,131.25,
1185,CWCO,Consolidated Water Co. Ltd.,Utilities,Water Utilities,Cayman Islands,174.76M,44.53,16.86,6.36,3.02,1.20,4.45,-,2.54%,112.40%,0.27,-47.80%,19.66%,-8.80%,7.00%,1.00%,-1.70%,5.20%,14.81M,14.55M,2.90%,-11.27%,46.00%,0.55%,1.84%,4.35,2.40%,2.70%,1.00%,9.10,8.80,0.00,0.00,41.90%,1.60%,6.80%,4.42%,5.59%,15.33%,10.23%,-11.30%,9.49%,0.75,0.31,3.14%,2.88%,2.36%,7.68%,4.71%,-2.07%,17.62%,-17.58%,22.04%,63.02,-0.84%,-0.42%,1.50,61.36K,1.00,11.80,-1.26%,"61,250",Mar 16/a,15.00,
1184,CWBC,Community West Bancshares,Financial,Regional - Pacific Banks,USA,81.91M,16.29,-,-,2.54,1.25,2.18,15.75,1.39%,20.90%,0.62,105.90%,-,18.30%,-,-2.50%,-25.80%,6.20%,8.11M,5.29M,12.90%,-4.49%,23.10%,0.28%,0.04%,0.51,0.80%,8.20%,27.10%,-,-,0.44,0.44,-,90.40%,16.20%,-1.46%,-1.31%,5.76%,28.66%,43.87%,9.32%,0.40,0.13,0.58%,0.93%,-0.37%,-0.89%,12.07%,-5.16%,5.76%,-5.16%,40.47%,46.44,0.00%,0.00%,-,4.20K,0.49,10.10,0.00%,"2,051",May 05/b,-,
1183,CWAY,"Coastway Bancorp, Inc.",Financial,Regional - Northeast Banks,USA,84.52M,23.26,-,-,3.99,1.15,1.66,20.62,-,0.00%,0.83,128.70%,-,-,-,9.10%,30.90%,14.60%,4.40M,3.34M,1.90%,5.77%,29.20%,0.08%,0.11%,0.26,0.60%,5.00%,22.90%,-,-,0.00,0.00,-,84.50%,16.40%,3.84%,8.53%,15.38%,44.44%,57.46%,22.75%,-,0.20,1.37%,0.93%,6.38%,9.65%,28.44%,-1.23%,18.58%,-1.23%,58.11%,87.96,-0.98%,0.78%,-,13.94K,0.20,19.21,-0.21%,"2,763",May 05/b,-,
1182,CW,Curtiss-Wright Corporation,Industrial Goods,Diversified Machinery,USA,4.07B,22.20,19.01,2.67,1.93,3.20,7.34,11.33,0.56%,12.30%,4.21,4.10%,12.52%,10.80%,8.31%,0.90%,2.90%,-3.90%,43.52M,40.15M,0.60%,-42.88%,77.60%,-0.12%,1.77%,2.65,6.20%,14.60%,10.20%,2.10,1.60,0.63,0.75,35.60%,14.60%,8.90%,1.74%,3.21%,-4.40%,11.23%,21.58%,-4.85%,1.32,1.50,1.12%,1.61%,3.03%,-0.15%,0.45%,-6.77%,6.62%,-13.02%,23.84%,56.00,-0.35%,0.16%,2.60,268.10K,0.98,93.46,-0.19%,"261,456",May 03/a,103.40,
1181,CVX,Chevron Corporation,Basic Materials,Major Integrated Oil & Gas,USA,200.90B,-,18.18,-,1.82,1.38,28.70,-,4.05%,-,-0.27,-110.80%,30.92%,-15.10%,-,-14.70%,170.30%,8.70%,1.88B,1.88B,0.04%,-21.68%,64.80%,-0.02%,1.11%,3.28,-0.20%,-0.30%,-1.40%,0.90,0.80,0.24,0.32,40.00%,-4.00%,-0.40%,1.73%,-1.27%,-5.33%,7.52%,8.50%,-8.48%,1.24,1.47,1.19%,1.32%,-0.37%,-1.96%,0.30%,-6.72%,2.76%,-9.48%,12.29%,45.25,-0.33%,1.50%,2.10,6.37M,1.07,106.70,1.17%,"6,838,538",Apr 28/b,126.32,
1180,CVV,CVD Equipment Corporation,Industrial Goods,Diversified Machinery,USA,66.23M,-,-,-,3.15,1.97,3.05,7.98,-,-,-0.03,-104.70%,-,-15.30%,-,-7.50%,95.50%,-11.00%,6.19M,5.21M,0.90%,-20.09%,18.10%,-0.09%,6.47%,22.67,-0.30%,-0.40%,-0.60%,3.50,3.10,0.09,0.10,33.90%,-3.70%,-0.70%,1.23%,6.89%,8.41%,28.45%,35.96%,23.27%,1.25,0.29,1.83%,3.03%,2.19%,4.32%,17.76%,-1.68%,13.59%,-2.19%,71.20%,59.11,0.98%,-1.34%,1.00,14.87K,0.44,10.70,-0.37%,"6,542",Mar 30/a,-,
1179,CVU,"CPI Aerostructures, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,54.06M,-,7.13,-,0.66,0.80,54.06,-,-,-,-0.42,-171.30%,47.46%,-19.10%,15.00%,1.90%,205.40%,-23.10%,8.72M,8.23M,5.50%,0.00%,74.00%,-0.17%,1.66%,2.86,-3.10%,-5.60%,-2.20%,2.70,2.70,0.13,0.48,5.30%,-5.20%,-4.40%,-3.13%,-8.56%,-28.74%,-6.77%,-8.82%,-32.97%,0.29,0.30,3.47%,4.36%,-3.97%,-10.96%,-14.33%,-27.49%,1.64%,-38.92%,42.53%,38.24,-0.80%,1.63%,2.00,47.64K,0.83,6.20,0.81%,"39,412",Mar 07/b,9.00,
1178,CVTI,"Covenant Transportation Group, Inc.",Services,Trucking,USA,348.00M,20.34,15.61,4.07,0.52,1.44,44.62,-,-,0.00%,0.92,-59.90%,31.87%,24.10%,5.00%,0.50%,-55.00%,-8.20%,18.58M,12.16M,3.20%,-2.50%,71.40%,0.27%,3.86%,4.93,2.80%,7.60%,4.90%,1.50,1.50,0.80,0.91,67.10%,4.80%,2.50%,-2.85%,1.90%,-12.84%,15.62%,-13.65%,-3.15%,1.31,0.85,4.77%,4.50%,3.45%,-0.08%,-3.55%,-10.55%,10.37%,-24.29%,31.35%,51.65,-0.27%,0.16%,2.80,95.30K,1.02,18.73,-0.11%,"97,076",Apr 20/a,20.75,
1177,CVS,CVS Health Corporation,Healthcare,Health Care Plans,USA,87.72B,16.73,12.89,1.43,0.49,2.38,25.37,14.61,2.43%,34.30%,4.93,5.60%,9.11%,13.60%,11.66%,10.60%,17.90%,11.70%,1.06B,1.03B,0.20%,-11.53%,85.60%,0.02%,2.33%,3.57,5.70%,14.70%,9.90%,1.20,0.60,0.70,0.75,16.30%,5.50%,3.00%,3.99%,5.35%,6.71%,-4.68%,-16.75%,5.78%,0.84,0.90,1.15%,1.05%,5.00%,4.31%,-0.86%,-0.55%,8.37%,-21.01%,20.45%,72.81,-0.42%,0.00%,2.00,6.73M,0.98,82.44,-0.42%,"6,616,260",May 02/b,86.31,
1176,CVRS,"Corindus Vascular Robotics, Inc.",Healthcare,Medical Appliances & Equipment,USA,143.83M,-,-,-,51.37,42.00,15.63,-,-,-,-0.29,-9.40%,9.50%,-,-,79.80%,-35.10%,-37.50%,114.15M,80.76M,-,-,74.10%,28.58%,10.29%,9.65,-126.60%,-200.80%,-406.00%,1.30,1.20,0.00,0.93,-77.40%,-,-,5.00%,-2.33%,137.47%,28.57%,16.67%,80.41%,-,0.11,9.73%,8.71%,2.36%,13.12%,24.93%,-28.00%,142.07%,-30.00%,213.67%,56.22,-6.67%,0.00%,1.70,860.56K,2.19,1.26,-6.67%,"1,881,122",Mar 15/a,2.83,
1175,CVRR,"CVR Refining, LP",Basic Materials,Oil & Gas Refining & Marketing,USA,1.48B,96.63,10.22,1.40,0.33,1.14,4.72,8.96,-,0.00%,0.10,-94.70%,41.24%,-40.85%,69.21%,-1.40%,91.20%,33.90%,147.60M,50.05M,66.10%,0.00%,9.80%,-0.10%,5.01%,6.47,0.70%,1.20%,4.20%,1.60,1.00,0.42,0.42,6.30%,1.80%,0.30%,12.92%,5.79%,-12.61%,12.29%,-18.09%,-3.37%,1.37,0.45,5.25%,4.16%,9.69%,1.11%,12.56%,-13.36%,21.38%,-22.09%,82.73%,61.56,1.01%,1.53%,3.00,387.80K,1.36,10.05,2.55%,"529,028",Apr 27/b,10.85,
1174,CVR,Chicago Rivet & Machine Co.,Industrial Goods,Machine Tools & Accessories,USA,40.21M,16.99,-,-,1.09,1.44,4.73,40.21,1.93%,40.60%,2.44,39.70%,-,13.40%,-,3.70%,95.30%,1.10%,0.97M,0.73M,18.69%,0.00%,23.70%,-18.73%,0.44%,1.64,7.60%,8.60%,8.20%,8.20,6.20,0.00,0.00,24.40%,9.60%,6.40%,3.24%,3.21%,-10.69%,40.22%,77.24%,0.90%,0.39,0.62,0.07%,0.65%,3.58%,2.83%,19.42%,-6.91%,13.66%,-14.93%,77.24%,59.78,-0.30%,1.40%,-,1.94K,0.87,41.45,1.10%,"1,685",Mar 27/a,-,
1173,CVO,"Cenveo, Inc.",Services,Business Services,USA,38.36M,0.62,1.64,-,0.02,-,6.97,-,-,0.00%,7.12,425.20%,74.32%,54.30%,-5.00%,-2.10%,59.60%,-12.90%,8.64M,6.59M,6.00%,10.46%,63.30%,-,4.76%,9.88,7.40%,-11.20%,35.90%,1.20,0.90,-,-,16.50%,9.50%,4.10%,17.46%,-9.57%,-34.90%,-42.26%,6.73%,-36.48%,1.95,0.21,7.74%,4.70%,4.52%,-10.99%,-33.75%,-33.03%,26.14%,-57.71%,26.14%,51.74,2.54%,0.93%,2.00,31.74K,1.11,4.44,3.50%,"35,236",May 24/a,12.50,
1172,CVM,CEL-SCI Corporation,Healthcare,Biotechnology,USA,25.43M,-,-,-,84.78,4.04,9.78,-,-,-,-0.09,77.60%,-,40.70%,-,-21.50%,10.80%,-17.70%,209.68M,194.80M,8.80%,0.00%,10.20%,1.03%,3.47%,2.54,-79.70%,-,2555.30%,1.20,1.00,0.00,0.00,-,-,-,34.78%,34.78%,1.08%,-47.26%,-78.34%,73.29%,-1.14,0.01,17.10%,11.21%,33.30%,26.88%,-48.23%,-13.36%,51.62%,-79.44%,102.17%,66.21,8.79%,11.50%,2.00,2.67M,13.22,0.12,21.30%,"35,264,372",May 09/a,3.00,
1171,CVLY,"Codorus Valley Bancorp, Inc.",Financial,Regional - Northeast Banks,USA,239.17M,18.00,-,-,3.85,1.34,2.95,19.77,1.86%,30.50%,1.61,-6.80%,-,9.20%,-,6.50%,33.10%,12.50%,8.25M,8.13M,2.40%,-7.65%,52.20%,0.05%,1.08%,9.16,0.90%,8.50%,27.00%,-,-,0.07,0.07,-,81.20%,21.00%,5.46%,11.54%,8.38%,38.60%,42.06%,2.40%,0.53,0.96,6.67%,3.25%,8.93%,9.97%,21.35%,-1.93%,14.83%,-1.93%,49.97%,77.64,0.35%,-0.96%,-,9.62K,1.05,28.99,-0.62%,"10,083",Apr 27/a,-,
1170,CVLT,"Commvault Systems, Inc.",Technology,Application Software,USA,2.23B,900.89,45.17,45.04,3.50,5.23,5.10,21.76,-,0.00%,0.06,-99.50%,11.59%,-63.50%,20.00%,13.60%,-100.90%,6.50%,44.16M,41.71M,7.30%,-3.40%,92.10%,-0.18%,2.04%,2.58,0.40%,0.70%,0.10%,2.10,2.10,0.00,0.00,86.70%,1.10%,0.50%,0.60%,1.51%,0.30%,-8.37%,14.89%,-1.85%,1.44,1.07,1.64%,2.00%,-0.45%,0.41%,-2.67%,-2.89%,4.93%,-12.34%,22.07%,49.58,-0.39%,-0.10%,1.90,329.91K,2.07,50.45,-0.49%,"684,001",May 03/b,61.36,
1169,CVI,"CVR Energy, Inc.",Basic Materials,Oil & Gas Refining & Marketing,USA,1.84B,76.81,35.89,-,0.39,2.21,2.51,-,9.14%,702.80%,0.29,-85.40%,76.81%,-40.90%,-,-1.00%,115.80%,33.90%,84.22M,84.22M,-,-,99.80%,0.02%,5.39%,5.79,0.60%,2.70%,5.20%,2.30,1.70,1.36,1.36,8.20%,1.80%,0.50%,13.24%,8.10%,-3.37%,56.30%,-0.34%,-11.86%,1.80,0.93,5.29%,4.56%,15.19%,7.46%,25.05%,-9.32%,24.87%,-13.63%,86.03%,64.01,-1.08%,0.77%,3.00,784.56K,1.65,21.89,-0.32%,"1,292,036",Apr 27/b,19.00,
1168,CVGW,"Calavo Growers, Inc.",Consumer Goods,Farm Products,USA,1.14B,30.99,24.12,4.43,1.19,5.22,150.28,-,1.37%,42.30%,2.12,39.20%,15.65%,23.80%,7.00%,12.40%,-17.50%,10.80%,17.41M,15.31M,8.30%,10.41%,74.80%,0.35%,27.48%,18.32,11.20%,17.30%,16.80%,1.00,0.80,0.00,0.27,11.30%,6.20%,3.90%,1.00%,9.52%,17.88%,8.97%,16.14%,6.84%,0.54,1.26,1.52%,2.10%,3.21%,9.58%,7.85%,-1.65%,34.56%,-6.93%,34.56%,63.84,-1.43%,-0.08%,1.60,229.60K,0.79,65.60,-1.50%,"181,477",Mar 07/b,72.80,
1167,CVGI,"Commercial Vehicle Group, Inc.",Services,Auto Parts Wholesale,USA,259.23M,38.99,14.57,3.25,0.39,3.92,1.99,6.82,-,0.00%,0.23,-5.40%,110.34%,-19.20%,12.00%,-4.50%,115.10%,-18.80%,29.16M,24.43M,3.00%,-3.38%,62.40%,0.43%,0.34%,0.40,1.60%,9.60%,8.40%,2.90,2.20,3.44,3.44,13.20%,3.80%,1.00%,5.83%,65.55%,42.93%,73.29%,234.21%,60.76%,0.77,0.49,5.48%,7.19%,18.87%,34.64%,59.06%,-5.83%,66.17%,-5.83%,315.42%,73.58,-0.78%,0.00%,2.00,206.15K,1.56,8.89,-0.78%,"321,552",May 04/a,8.50,
1166,CVG,Convergys Corporation,Services,Business Services,USA,2.14B,17.40,11.50,1.74,0.73,1.62,14.13,11.50,1.60%,22.80%,1.29,-19.30%,7.11%,-10.80%,10.00%,8.60%,-56.50%,0.80%,94.90M,93.34M,0.70%,-8.73%,99.60%,0.57%,6.14%,6.12,6.00%,10.80%,9.10%,2.30,2.30,0.27,0.27,36.00%,7.00%,4.90%,2.27%,9.06%,-11.30%,-23.29%,-14.49%,-7.94%,0.88,0.39,1.59%,1.74%,4.34%,3.76%,-12.42%,-10.00%,11.71%,-26.39%,11.71%,66.57,-0.49%,0.00%,2.60,935.76K,0.69,22.51,-0.49%,"644,336",May 08/a,25.00,
1165,CVEO,Civeo Corporation,Services,Business Services,USA,394.71M,-,-,-,0.99,0.67,219.28,9.33,-,-,-0.90,27.10%,36.00%,-20.80%,-,-14.40%,-49.90%,-6.60%,132.01M,129.90M,1.10%,0.00%,56.80%,2.67%,0.63%,0.60,-9.60%,-18.40%,-9.20%,1.40,1.30,0.71,0.74,34.60%,-24.20%,-24.30%,-5.68%,2.05%,-9.39%,160.00%,98.01%,35.91%,-,0.15,6.18%,4.56%,-3.80%,-2.93%,42.00%,-19.84%,17.25%,-19.84%,199.00%,38.34,-1.32%,-1.30%,2.30,1.34M,0.55,2.99,-2.61%,"738,238",Apr 27/b,4.38,
1164,CVE,Cenovus Energy Inc.,Basic Materials,Oil & Gas Drilling & Exploration,Canada,10.24B,-,17.73,-,1.14,0.97,3.71,-,1.50%,-,-0.49,-186.60%,146.93%,-18.50%,-,-5.00%,114.20%,24.60%,1.03B,1.02B,0.10%,0.00%,73.10%,0.62%,0.80%,2.19,-2.20%,-4.70%,0.20%,2.60,2.10,0.55,0.55,42.40%,-2.80%,-4.50%,-4.86%,-23.70%,-27.84%,-33.95%,-35.90%,-34.04%,0.70,0.36,2.89%,3.02%,-7.66%,-16.82%,-28.51%,-30.98%,1.99%,-40.67%,1.99%,29.33,-0.10%,0.40%,2.40,3.74M,1.47,9.98,0.30%,"5,498,874",Apr 26/b,14.64,
1163,CVCY,Central Valley Community Bancorp,Financial,Regional - Pacific Banks,USA,264.34M,16.83,16.19,2.10,5.66,1.68,3.52,-,1.06%,-,1.35,33.40%,8.51%,16.10%,8.00%,6.40%,-10.20%,21.80%,11.64M,9.81M,12.80%,-0.67%,42.30%,-0.38%,0.54%,1.24,-,-,26.30%,-,-,0.03,0.03,-,-,-,6.47%,17.30%,11.21%,60.62%,91.19%,14.11%,0.00,0.94,4.64%,4.66%,12.81%,11.98%,28.85%,-5.14%,28.89%,-5.14%,92.30%,66.04,-2.70%,-0.38%,2.80,42.49K,0.50,22.71,-3.07%,"21,323",Apr 19/a,21.63,
1162,CVCO,"Cavco Industries, Inc.",Industrial Goods,Residential Construction,USA,1.07B,31.70,25.82,2.11,1.41,2.78,8.08,33.39,-,0.00%,3.75,19.40%,15.00%,50.20%,15.00%,32.90%,51.10%,11.50%,8.97M,8.43M,5.80%,-4.58%,99.40%,5.05%,1.96%,4.11,6.00%,9.30%,7.40%,2.70,2.00,0.13,0.15,20.30%,6.80%,4.50%,1.93%,2.19%,19.89%,28.59%,36.35%,18.93%,1.77,2.32,2.06%,1.96%,1.88%,1.80%,15.25%,-2.42%,6.93%,-2.42%,38.79%,54.86,-1.45%,0.00%,2.00,40.15K,0.69,118.75,-1.45%,"27,875",May 25/a,130.00,
1161,CVBF,CVB Financial Corp.,Financial,Regional - Pacific Banks,USA,2.32B,23.16,19.21,2.32,8.75,2.34,12.02,39.24,2.23%,51.40%,0.93,1.00%,9.47%,3.90%,10.00%,-0.30%,-7.60%,3.50%,107.67M,102.25M,0.50%,-33.73%,69.30%,-0.04%,6.11%,14.30,1.20%,10.20%,19.90%,-,-,0.03,0.03,-,99.40%,38.10%,1.27%,0.97%,-5.30%,29.59%,28.25%,-5.05%,1.49,0.59,2.68%,2.45%,1.16%,-3.25%,8.17%,-12.07%,6.58%,-12.07%,44.81%,47.51,-2.31%,0.09%,3.10,436.64K,0.95,21.54,-2.22%,"414,469",Apr 25/a,21.83,
1160,CVA,Covanta Holding Corporation,Industrial Goods,Waste Management,USA,1.92B,-,63.82,-,1.13,4.00,22.87,-,6.87%,-,-0.04,-106.10%,1325.00%,-15.50%,53.54%,0.60%,-89.00%,5.80%,132.05M,129.47M,0.80%,3.63%,97.60%,0.27%,9.67%,12.00,-0.10%,-0.80%,2.80%,1.30,1.30,5.55,5.62,30.70%,6.40%,-0.20%,-2.68%,-5.21%,-6.08%,1.57%,-7.91%,-5.18%,0.68,0.35,2.99%,2.12%,-4.84%,-4.98%,-2.27%,-10.35%,2.46%,-10.94%,11.76%,35.33,1.75%,-0.35%,2.40,1.04M,1.33,14.55,1.39%,"1,384,770",Apr 25/a,16.93,
